140	140	10	145	64
51	117	47	37	117
114	42	48	91	29
59	6	97	142	40
145	34	138	60	18
124	27	98	75	72
136	80	89	107	36
130	103	92	113	129
98	17	136	127	9
95	85	131	25	72
43	80	129	3	70
142	65	150	143	52
124	122	126	90	22
85	10	33	1	117
52	88	44	67	117
37	69	147	44	101
94	110	109	40	92
148	88	117	138	85
113	12	130	47	57
70	51	54	66	67
100	30	45	39	37
73	128	56	54	27
3	21	105	116	7
90	130	122	21	108
18	123	22	87	136
106	48	140	25	89
132	31	78	109	8
63	101	118	76	4
75	89	117	128	91
60	46	29	99	9
54	142	114	36	135
116	3	91	136	9
41	32	45	45	58
64	68	36	112	68
146	116	83	99	45
69	11	34	150	41
18	99	28	16	22
94	8	75	48	33
49	80	5	112	67
56	61	65	21	1
109	66	76	101	29
36	82	67	52	31
148	90	141	121	8
62	37	110	106	82
11	148	137	7	79
20	60	77	111	3
124	70	142	13	140
47	139	42	132	106
66	40	121	54	3
30	44	40	9	118
41	133	63	73	11
53	87	66	48	51
117	97	96	93	108
121	43	88	42	11
80	118	9	95	113
119	77	147	90	2
147	53	37	80	56
2	135	61	101	142
91	84	70	58	10
74	123	41	132	27
8	17	28	44	106
7	81	102	78	104
127	66	72	5	124
32	93	88	19	76
111	136	35	134	53
95	58	145	10	88
148	106	37	96	115
125	36	126	39	115
128	24	90	19	27
130	15	138	7	105
120	35	43	125	55
72	67	24	135	28
95	137	56	4	46
86	11	68	31	89
42	5	19	30	61
110	52	79	77	125
115	60	133	78	103
70	112	116	121	145
22	117	131	5	138
14	28	72	98	70
53	11	54	89	47
21	122	52	140	10
89	77	31	140	136
49	119	22	148	37
49	62	57	56	25
79	9	16	111	44
32	79	128	24	63
13	102	70	2	55
76	42	58	145	4
128	88	148	93	101
73	142	42	87	127
73	1	112	51	100
124	73	103	98	2
97	146	101	76	36
114	81	15	14	55
90	50	92	18	79
100	150	59	17	91
96	73	119	59	142
134	68	48	116	102
31	54	116	44	10
4	13	68	100	130
58	58	139	96	55
143	89	38	11	43
4	26	26	98	80
148	99	22	130	143
61	120	59	140	54
142	54	129	72	8
16	59	101	124	115
30	57	87	23	13
92	76	110	108	7
44	75	8	36	58
111	16	94	48	3
15	57	26	58	104
112	40	20	144	69
48	1	140	50	134
135	54	9	90	63
97	12	130	12	68
11	108	63	136	83
115	89	53	63	149
141	61	37	52	97
146	87	32	83	120
7	64	21	5	103
54	118	13	142	51
8	39	76	100	85
14	47	15	60	122
131	121	107	90	102
58	21	66	43	126
90	124	101	140	106
49	108	54	102	55
31	149	33	50	12
125	55	110	123	82
110	104	67	141	58
139	112	87	66	107
106	30	94	2	69
79	42	72	75	41
29	93	149	99	134
86	82	106	1	68
129	23	128	18	42
127	131	28	132	39
78	58	21	4	85
84	38	13	97	84
113	120	12	6	126
104	139	80	68	96
134	50	61	28	9
72	119	25	101	58
101	33	57	33	85
5	6	111	25	25
51	53	27	83	116
85	113	17	36	18
142	124	61	129	42
110	19	78	17	65
126	77	138	34	69
96	21	149	52	109
149	10	6	108	140
22	22	72	137	33
13	43	99	27	47
90	37	40	107	49
108	91	148	12	4
103	35	48	44	121
19	38	142	13	141
119	107	113	6	6
31	124	48	64	28
39	147	110	22	10
68	95	20	50	6
134	84	139	90	64
75	115	137	109	76
67	48	46	150	143
89	27	3	147	78
3	93	145	36	96
104	122	133	26	77
4	128	44	125	25
133	19	65	53	52
54	43	76	64	129
147	116	54	2	71
128	23	148	139	34
27	73	40	125	28
91	46	75	101	43
34	69	47	12	102
85	77	53	148	117
13	10	52	139	37
130	36	45	34	131
67	24	77	98	62
74	30	33	138	74
6	78	94	36	137
131	91	103	142	127
77	76	82	48	52
148	49	33	139	114
142	127	67	6	25
112	1	20	126	114
52	5	93	132	31
116	52	131	28	123
106	24	73	126	114
59	49	148	7	54
105	79	62	25	118
57	19	14	149	97
102	92	134	130	56
147	65	92	145	122
107	97	121	130	118
28	115	140	130	67
45	121	86	61	2
35	70	140	132	7
122	59	66	88	93
141	17	3	83	109
86	59	106	131	18
30	10	50	128	140
121	148	66	9	116
109	33	139	84	77
57	6	44	117	26
150	13	94	39	96
11	60	20	40	94
106	72	51	20	36
67	13	124	38	132
25	109	11	113	47
96	124	8	15	100
26	116	113	142	68
97	16	58	36	118
44	89	124	9	130
127	43	144	18	4
131	120	131	89	96
17	56	71	21	52
52	102	119	91	43
99	62	75	6	15
26	60	93	74	20
4	83	54	94	4
100	74	90	148	61
88	70	129	136	34
50	53	4	5	70
81	23	3	20	105
111	20	129	146	38
81	149	12	41	66
25	60	123	71	5
84	15	26	98	90
17	13	52	63	35
140	77	6	64	34
147	113	116	114	52
30	85	60	79	125
55	120	48	125	95
44	38	58	139	81
7	141	49	60	2
32	95	99	76	56
143	4	30	8	114
132	122	5	2	115
62	62	27	91	73
29	23	32	91	8
79	140	98	139	15
19	136	56	44	88
96	105	46	3	56
74	102	3	36	12
89	113	49	41	79
129	117	108	87	24
93	67	125	23	71
79	146	53	4	66
28	81	35	76	110
112	89	58	137	100
5	11	73	125	125
41	24	41	113	89
59	80	103	121	89
34	40	100	91	37
37	127	31	9	14
147	84	20	60	117
59	78	70	72	54
143	37	3	2	126
83	6	11	76	116
38	55	87	126	71
31	116	27	31	31
132	83	124	54	108
134	25	89	62	128
20	55	29	5	36
24	83	54	64	145
95	16	148	25	5
20	130	4	90	103
96	77	131	54	60
53	89	72	71	85
115	27	137	49	31
35	140	43	92	62
78	60	94	123	72
31	92	60	113	85
6	82	9	8	19
42	120	2	1	16
19	133	125	45	70
120	12	72	95	57
124	19	121	4	31
69	93	82	31	135
108	146	68	106	22
126	62	26	120	94
27	133	124	71	73
15	16	35	70	34
120	3	130	105	5
100	146	21	75	44
147	107	24	100	90
136	110	144	109	27
86	14	116	11	48
78	140	26	83	57
110	6	109	129	112
26	104	106	112	44
103	124	3	17	50
124	108	29	108	41
115	51	54	40	122
106	48	21	140	65
118	105	123	8	36
44	46	63	107	72
122	64	85	72	132
129	40	33	102	112
20	119	26	113	6
80	92	142	138	128
80	89	139	2	15
14	14	148	61	74
130	17	4	35	140
17	13	22	74	139
142	134	145	118	148
139	16	135	83	150
122	22	72	53	59
94	25	29	62	132
62	51	118	47	97
69	145	135	101	119
103	31	68	148	142
103	48	14	34	38
120	143	60	84	8
133	117	72	23	11
137	107	105	131	14
4	63	43	114	68
37	147	100	125	39
49	21	113	41	17
146	41	49	148	147
115	149	47	28	19
99	64	31	91	54
59	3	147	77	4
51	76	113	58	109
47	40	125	82	16
107	1	82	139	26
125	84	25	137	42
49	150	51	44	29
27	111	29	65	69
24	131	101	8	105
78	135	37	50	107
15	13	76	16	86
21	5	71	116	116
30	86	10	140	108
117	118	71	139	96
124	21	101	134	143
122	34	127	84	36
121	15	88	7	42
93	123	44	121	97
43	114	6	7	63
149	134	79	31	43
49	137	4	135	51
141	97	119	79	76
137	63	132	88	76
76	2	83	31	98
68	115	115	82	33
148	116	101	28	114
121	52	36	33	32
65	113	74	23	21
64	70	41	7	81
137	63	132	113	100
66	84	95	49	58
51	36	45	102	11
16	63	36	129	86
146	147	54	138	49
10	3	148	100	118
76	71	13	59	35
137	61	84	97	100
112	79	133	29	18
150	71	87	14	145
78	50	134	130	39
141	31	8	121	60
85	37	2	13	45
150	28	103	16	67
120	96	53	50	33
93	102	74	54	110
22	96	9	53	113
99	11	5	14	94
18	24	143	105	74
23	64	140	21	59
47	40	84	126	40
124	57	81	65	12
122	130	68	10	149
66	127	106	141	62
144	140	93	41	88
20	77	71	77	18
7	65	17	127	87
101	67	38	150	67
47	144	147	93	10
109	135	88	111	133
33	47	115	27	110
62	70	67	135	71
36	43	73	12	109
75	111	53	91	11
138	48	104	92	46
127	48	24	117	23
37	108	92	22	112
55	46	90	25	65
85	52	38	7	42
59	81	74	45	82
14	48	94	122	121
127	122	140	140	122
43	118	134	40	63
42	146	19	6	129
45	137	41	143	38
139	141	41	111	61
137	114	92	82	90
63	1	9	38	60
128	42	10	76	111
125	55	16	76	142
22	33	48	32	72
75	101	116	22	37
104	62	124	114	116
108	42	121	67	71
123	108	134	20	89
30	10	116	119	37
104	117	60	46	66
105	83	7	24	97
117	144	22	49	81
75	97	39	8	103
46	147	105	14	27
54	87	13	25	122
31	83	95	73	56
26	121	41	111	12
129	141	72	14	98
98	83	101	37	11
118	102	60	82	108
67	110	140	98	27
110	40	133	148	18
94	148	105	134	68
9	11	86	31	91
59	53	38	101	32
80	105	33	22	32
139	139	6	8	5
74	130	99	136	40
66	28	74	136	132
136	134	96	131	51
146	74	119	88	120
102	126	6	40	132
26	141	52	85	123
18	142	128	136	86
146	1	1	125	44
88	75	44	52	132
106	121	44	136	44
70	9	15	41	21
139	25	4	87	117
115	17	117	100	48
136	78	45	80	17
101	62	71	39	83
79	103	22	49	149
109	117	126	106	93
101	110	130	122	147
58	71	149	133	44
2	134	54	104	109
74	116	70	123	25
118	119	87	75	63
89	135	26	11	134
56	52	20	138	109
52	59	49	95	12
149	78	22	4	138
149	115	150	133	30
38	51	122	42	99
53	12	45	84	2
73	68	13	53	61
4	6	49	127	52
96	6	83	96	65
91	137	60	41	7
69	41	63	28	10
42	11	115	38	56
88	68	132	39	111
77	62	16	59	86
134	5	2	142	145
96	74	83	107	78
143	5	83	33	141
58	71	42	36	72
54	138	9	10	43
31	102	100	51	90
60	97	27	148	129
148	127	26	42	114
129	85	60	28	148
96	145	79	77	33
106	117	17	47	35
148	150	78	127	107
57	16	25	128	12
116	59	138	75	107
61	78	119	11	138
103	16	94	134	127
9	20	111	31	117
108	95	106	69	57
127	50	116	141	73
81	115	113	31	44
107	28	32	94	82
127	90	15	1	86
79	102	21	27	113
61	15	79	9	131
148	113	133	134	113
135	89	74	16	132
78	22	59	7	80
101	145	58	39	143
49	72	2	128	60
144	81	16	97	143
1	116	138	134	12
18	128	121	130	51
139	48	45	60	73
95	74	50	106	136
32	77	30	75	38
140	96	53	28	46
44	24	75	13	128
30	100	101	96	69
114	37	51	141	122
131	2	81	78	109
29	93	79	141	28
146	127	74	73	27
39	71	51	140	53
12	105	60	128	54
20	37	70	136	15
19	133	119	132	73
103	100	34	117	29
128	36	22	112	132
20	22	5	129	96
55	37	63	107	34
59	52	83	58	116
132	83	86	61	147
59	116	94	109	77
6	75	134	107	65
91	38	35	70	136
12	17	117	37	49
133	150	30	91	33
94	40	106	2	36
142	71	136	64	109
56	54	136	91	127
27	94	41	88	81
54	100	100	134	77
141	59	7	51	134
77	98	32	28	21
59	80	26	12	26
105	44	143	27	92
135	39	90	11	147
28	100	36	72	12
58	43	57	84	67
98	92	80	69	100
10	33	87	102	111
140	95	10	48	78
146	37	95	38	71
8	46	25	42	64
97	69	146	61	40
136	136	7	23	77
139	114	100	8	84
134	129	67	8	23
93	96	132	31	32
87	98	14	116	80
94	35	114	144	117
4	20	104	110	122
88	132	88	51	74
87	125	101	144	13
112	101	20	87	141
8	68	122	72	97
87	147	132	149	141
55	106	70	144	73
90	85	143	64	104
110	103	49	19	107
137	1	95	22	61
12	39	56	45	70
148	116	138	147	130
76	8	14	53	44
71	63	94	68	24
121	105	87	87	83
51	26	4	1	5
110	122	58	50	92
146	40	5	35	75
141	50	76	45	115
58	39	73	101	57
117	61	124	36	16
6	129	79	116	90
142	46	111	9	79
11	61	96	118	103
26	42	50	137	39
144	27	145	139	26
143	10	28	77	66
60	37	4	7	107
124	6	104	128	117
4	62	124	29	88
108	24	121	128	21
59	130	56	93	106
67	3	139	15	124
55	110	83	37	105
60	116	44	53	149
37	63	134	5	61
144	36	72	118	82
139	125	19	5	51
87	78	97	133	89
13	22	91	36	117
129	13	58	134	69
6	142	67	68	135
37	15	58	73	128
65	71	133	34	125
135	24	57	94	23
31	103	11	110	92
61	12	94	5	93
89	123	51	86	13
37	134	32	105	108
88	20	120	114	115
148	43	143	76	102
119	39	28	84	137
61	59	112	74	55
18	16	116	84	52
74	56	130	135	78
107	122	124	109	72
54	20	22	122	108
55	113	130	148	71
49	131	109	19	119
30	67	85	125	56
46	95	118	72	55
128	112	98	26	46
17	13	25	58	100
34	115	125	135	76
43	46	108	21	19
97	75	114	9	36
69	36	99	125	105
17	90	50	40	98
84	77	133	89	101
82	76	70	79	46
62	22	108	30	113
27	51	22	98	79
80	90	81	11	11
44	149	68	85	130
91	124	125	90	108
21	143	33	120	87
64	115	7	112	30
41	15	121	99	28
17	18	11	7	56
96	60	79	36	37
127	130	121	73	97
45	87	32	20	41
39	132	6	116	51
98	107	117	106	40
3	75	73	76	46
35	93	110	129	74
144	149	27	88	11
31	33	58	147	75
9	141	76	42	76
27	26	94	28	24
137	51	54	71	47
139	9	94	71	26
136	47	98	146	92
28	137	23	86	49
148	46	150	98	11
80	20	61	22	31
34	20	110	28	100
29	11	69	92	111
39	104	9	43	73
138	80	143	129	119
134	116	116	92	17
106	42	107	52	144
61	26	49	55	67
35	21	65	68	21
108	136	103	84	126
62	82	113	53	98
20	95	56	65	23
81	111	29	134	55
13	66	11	75	126
61	130	29	49	61
10	32	27	107	68
42	2	133	21	77
28	18	23	119	105
79	41	113	78	123
126	23	65	50	11
21	11	68	129	60
63	37	142	121	87
144	91	12	87	122
106	76	89	27	86
77	107	112	147	133
81	90	132	38	92
49	95	149	54	94
35	131	89	108	134
50	3	29	46	85
6	3	65	2	6
24	13	25	59	121
85	138	7	94	104
43	7	82	100	20
55	137	1	125	121
18	107	135	52	102
57	91	94	12	28
47	102	100	42	100
134	106	128	29	52
62	35	107	3	97
39	97	21	131	108
12	63	142	29	41
114	58	113	104	94
115	73	114	81	131
137	45	56	67	44
10	104	11	8	45
139	105	7	72	7
92	123	84	36	37
106	110	134	31	52
36	60	124	52	57
105	62	106	23	61
4	87	38	64	16
121	89	56	113	126
139	80	96	23	81
80	141	37	44	123
123	49	113	133	104
144	134	25	66	8
112	121	114	88	43
18	67	62	10	4
140	81	83	112	108
4	102	83	70	96
65	6	126	133	39
95	30	126	9	40
122	119	18	148	54
121	140	81	28	109
19	1	132	130	40
74	109	55	99	69
118	116	121	38	141
45	71	15	27	124
116	1	10	64	44
5	11	37	72	88
70	120	116	31	100
4	55	38	140	24
1	22	134	128	87
41	139	21	1	150
8	119	15	17	125
123	65	98	66	71
84	133	106	136	99
85	99	121	111	28
99	92	26	105	61
41	73	121	106	72
119	141	19	91	115
42	123	122	34	69
76	107	50	74	57
85	131	6	24	2
95	145	27	92	90
139	131	37	46	5
40	16	98	110	38
147	44	59	124	41
144	22	47	137	105
72	6	22	87	63
115	12	11	103	59
27	83	105	71	8
122	34	126	89	81
133	119	76	116	126
92	18	138	46	73
35	120	94	85	13
104	149	113	68	123
129	4	77	74	93
12	116	46	86	6
97	123	142	79	43
19	20	90	79	83
83	33	64	149	7
94	9	57	2	46
77	121	74	113	48
75	132	147	49	2
81	135	81	137	137
114	56	38	88	73
67	132	53	73	61
144	87	22	53	65
59	118	141	61	73
127	26	41	32	97
147	46	5	42	98
64	55	116	87	53
76	18	37	48	25
74	25	33	1	107
18	87	94	22	111
149	2	105	136	74
68	111	32	131	5
61	94	145	68	65
148	23	41	144	94
107	124	73	120	117
50	10	69	43	90
149	116	43	77	127
111	72	130	146	108
42	79	15	29	109
108	124	24	61	114
52	140	102	46	114
64	99	98	12	12
121	21	14	37	1
28	70	123	98	117
130	35	50	20	127
97	139	96	146	28
35	83	56	108	56
43	87	86	53	70
8	122	46	10	143
150	115	138	81	24
129	144	93	94	89
53	118	62	108	66
33	22	135	137	47
5	95	146	133	104
81	90	146	109	134
114	8	45	139	144
66	141	72	38	75
66	51	127	110	19
3	12	144	17	27
21	73	91	85	132
117	142	148	148	66
126	135	42	131	127
30	7	115	147	4
88	137	94	121	98
52	65	47	35	61
34	116	65	95	81
36	38	66	113	124
32	67	50	17	23
19	84	73	19	131
75	42	3	34	143
3	11	2	118	10
111	6	9	125	143
52	129	19	44	92
5	90	117	149	150
137	3	119	82	80
1	80	18	80	95
101	64	18	115	128
90	135	9	112	128
60	147	127	150	104
124	23	15	8	14
116	10	18	62	59
23	60	108	139	15
126	124	78	140	132
102	44	128	86	42
150	124	145	33	116
23	41	48	55	121
117	57	10	69	135
51	18	113	51	64
71	69	148	105	78
66	65	132	35	70
91	8	61	120	64
18	15	105	102	40
121	15	123	148	124
142	72	105	4	12
17	43	136	118	130
37	10	48	47	87
103	142	40	130	74
37	10	51	67	138
47	52	93	55	1
106	103	144	5	119
107	72	82	20	33
144	89	68	68	52
3	111	106	67	90
12	17	60	149	133
141	107	50	111	100
74	146	115	19	67
55	128	99	84	93
142	68	132	121	137
47	65	147	135	123
77	24	27	94	1
102	25	2	136	41
23	112	94	65	106
138	108	70	11	103
138	125	123	82	150
63	134	147	86	80
124	66	95	89	73
58	123	147	129	33
70	21	123	13	17
43	90	148	130	1
67	98	136	112	15
96	36	36	28	77
