130	41	97	34	80	164	28
170	113	144	88	31	31	189
38	79	157	138	96	26	44
37	195	143	163	59	45	61
96	15	132	38	101	160	80
127	172	48	187	81	134	156
94	66	189	90	33	175	39
30	60	80	186	114	24	35
123	52	135	142	71	48	64
23	173	46	39	179	154	44
104	77	18	78	120	192	196
95	151	38	158	73	182	39
19	147	178	87	104	88	154
127	19	96	85	16	148	68
28	17	74	111	26	131	101
192	174	19	160	83	163	116
93	94	24	114	48	125	149
71	144	136	187	42	92	155
161	199	146	132	20	159	98
106	85	11	91	139	71	71
182	180	180	97	82	143	81
118	119	145	110	15	174	21
33	161	115	59	139	177	192
196	173	86	146	28	118	94
182	107	172	81	98	39	198
27	25	38	30	194	48	83
47	139	151	168	99	40	200
141	15	42	181	78	10	43
71	104	30	138	196	179	17
99	171	192	76	38	115	191
39	170	125	194	184	199	86
83	28	170	37	165	55	103
75	96	67	146	113	198	85
89	127	139	182	106	79	171
136	44	48	148	103	120	181
49	159	112	179	86	115	87
62	188	132	123	48	177	95
87	121	189	61	56	86	110
105	68	117	127	58	64	23
103	71	24	119	108	146	73
169	36	87	17	55	12	94
115	62	87	191	36	41	179
97	123	177	92	77	175	172
178	143	95	71	127	196	131
45	183	27	171	111	128	123
187	22	78	117	53	84	186
110	123	123	97	105	78	149
143	31	156	112	122	47	163
158	137	177	171	159	41	76
113	100	184	40	129	123	183
140	32	39	160	62	76	161
48	16	119	89	77	106	44
189	108	11	154	79	23	45
173	119	47	178	36	137	37
129	164	60	157	114	177	97
82	41	197	193	153	92	29
149	111	75	53	129	190	54
89	168	12	54	118	41	40
47	131	193	149	53	91	21
169	190	121	104	162	121	112
63	96	161	87	28	75	21
181	88	46	178	117	25	20
25	195	58	82	190	21	27
178	166	141	120	22	194	33
10	111	193	168	153	79	45
116	153	179	180	194	30	175
161	109	69	189	174	80	106
184	33	92	70	179	135	128
105	112	98	129	160	43	184
196	31	59	58	132	67	54
92	90	84	148	173	167	139
91	82	106	36	79	46	167
116	133	29	46	170	164	155
146	24	198	45	193	106	101
187	115	182	12	61	129	196
132	121	39	157	93	100	13
141	136	57	163	80	196	101
30	41	177	151	21	101	23
114	88	30	107	195	114	200
118	164	159	59	18	164	136
129	32	173	51	180	132	30
82	192	57	180	114	21	49
59	95	191	117	16	35	86
76	173	133	137	147	198	19
145	194	198	186	41	16	30
195	173	124	195	136	65	200
150	197	58	125	186	111	72
129	22	140	125	176	42	172
125	56	170	43	39	180	174
32	28	65	37	152	54	79
41	18	68	27	89	113	142
168	171	172	67	98	96	57
14	149	148	20	101	31	131
33	36	48	199	142	82	123
63	131	167	191	128	132	117
60	135	56	12	57	127	150
20	81	179	94	34	106	35
55	192	21	163	184	169	21
185	67	195	107	108	89	143
22	172	125	111	125	170	133
92	178	11	95	169	96	188
184	181	191	49	169	130	19
46	70	172	123	84	138	113
17	107	52	156	109	171	170
98	55	189	91	86	176	196
160	106	88	153	68	78	111
157	64	156	18	58	151	155
167	159	157	31	24	93	195
28	25	186	133	37	51	136
144	184	43	161	51	91	131
76	72	38	52	111	24	178
95	28	65	151	41	158	90
94	86	58	37	148	56	109
144	19	177	118	139	104	184
151	109	98	104	15	55	87
97	117	152	28	122	30	198
12	153	38	151	69	191	15
138	61	108	70	14	44	175
18	65	138	113	134	124	68
128	29	97	83	30	121	120
104	12	146	195	192	183	108
173	55	70	100	162	32	117
98	137	63	49	143	118	22
82	113	126	107	75	193	147
71	167	94	107	50	83	197
45	187	103	79	112	90	133
199	184	200	80	90	170	199
33	154	198	17	101	131	108
163	17	185	162	166	32	122
105	180	169	34	32	137	41
32	166	189	120	67	25	76
183	103	31	117	76	103	30
26	66	42	166	148	75	43
118	51	19	16	135	199	35
185	158	93	126	138	176	39
185	13	72	58	20	75	59
20	153	112	59	20	136	181
109	175	72	178	65	87	197
68	87	29	119	183	115	122
166	56	41	96	175	139	156
72	160	171	186	32	133	28
184	105	54	161	154	150	99
164	189	73	18	40	159	101
98	148	74	159	66	54	25
99	42	80	127	77	74	20
183	117	98	51	167	136	12
65	22	89	200	43	114	169
113	176	149	97	30	95	37
135	181	73	18	158	48	70
25	134	82	108	175	38	53
24	24	137	128	193	24	190
160	90	149	196	20	149	138
120	115	35	78	93	24	97
155	104	79	99	194	13	164
125	40	36	89	14	134	92
79	101	60	64	149	151	90
80	21	81	110	122	187	174
69	54	182	169	147	193	187
151	59	196	158	111	165	35
57	27	92	176	190	95	104
86	196	50	104	48	154	132
118	81	117	185	54	98	72
172	43	180	63	67	138	110
166	29	192	44	189	47	193
87	70	63	124	178	11	32
61	196	28	188	137	119	19
75	79	155	80	160	40	27
139	192	75	85	107	130	70
107	59	69	77	50	169	157
88	184	186	36	56	20	118
195	180	142	101	146	160	24
129	61	149	81	143	112	153
74	95	13	157	116	57	30
148	103	99	149	140	84	67
50	133	167	36	106	24	101
153	169	191	12	90	110	134
129	193	62	28	169	14	174
76	158	48	173	159	83	195
19	111	65	49	145	186	30
114	123	103	51	88	163	68
58	113	174	157	182	106	104
182	46	69	171	132	138	110
79	32	14	13	114	144	21
31	172	139	73	167	12	152
172	89	118	147	159	187	111
137	101	112	59	192	121	31
23	109	186	79	132	13	43
57	41	21	25	11	61	191
127	78	168	109	42	145	44
98	108	69	119	98	198	174
93	25	175	50	165	51	128
44	43	18	50	110	178	197
31	165	98	15	111	17	147
44	29	156	187	16	128	94
85	133	184	84	178	25	56
183	55	38	34	134	128	172
159	166	10	135	148	48	176
47	53	47	52	82	157	143
148	54	68	187	61	20	139
148	33	102	30	24	88	54
59	73	56	196	52	139	168
29	198	109	153	190	198	105
181	94	73	138	84	48	136
92	81	158	155	104	21	197
137	161	191	177	31	187	59
20	156	71	170	122	64	121
90	152	98	56	45	131	34
122	57	63	169	32	149	190
113	23	155	20	192	19	135
178	185	174	182	128	194	49
12	82	14	83	28	161	48
150	59	22	193	193	38	194
136	83	190	195	23	120	104
13	24	117	88	41	195	179
170	19	171	130	20	187	123
37	42	149	129	43	186	36
108	19	127	172	47	80	167
194	75	59	56	49	19	159
183	172	24	111	101	54	77
154	40	184	183	52	175	181
100	102	117	167	44	175	140
199	139	44	146	74	124	115
105	47	37	200	97	145	15
173	120	189	74	149	15	161
184	158	43	35	122	42	190
129	51	113	153	34	150	12
128	173	134	139	99	136	88
137	32	68	16	57	67	97
121	10	121	123	19	106	71
182	176	146	127	148	132	62
84	85	46	188	132	158	58
137	184	21	113	154	51	120
68	24	16	91	20	69	67
157	198	193	31	83	181	175
159	146	50	77	33	198	10
151	116	81	168	155	130	78
168	126	98	184	172	143	103
171	62	21	50	126	108	10
190	54	89	65	45	190	75
161	83	73	63	53	138	125
158	52	158	98	120	110	141
109	89	76	105	38	177	93
77	124	165	154	110	74	166
197	104	200	161	145	121	186
168	108	138	138	132	151	58
73	142	88	84	177	68	88
79	23	79	92	188	46	19
128	120	49	183	136	128	67
21	105	48	86	118	178	29
189	92	66	178	37	159	178
190	142	126	197	170	96	92
28	193	96	22	186	174	31
157	35	82	100	120	128	66
27	99	101	41	102	195	189
175	42	182	24	183	41	68
191	187	129	90	129	97	154
86	39	115	86	152	171	119
65	68	109	178	184	19	167
133	199	25	33	180	25	27
153	196	97	117	104	42	200
185	128	189	151	124	148	152
100	76	126	44	19	164	126
82	81	176	197	59	200	163
166	159	29	101	154	159	143
90	195	75	27	92	18	111
127	182	35	11	34	34	26
27	157	44	52	128	187	67
19	32	25	152	184	93	12
171	173	150	96	27	110	105
18	104	77	105	156	100	43
168	53	91	136	92	134	52
175	42	57	14	42	182	82
85	41	110	179	165	56	27
55	141	16	200	102	104	183
38	70	156	126	112	123	67
78	152	181	98	30	137	150
23	182	166	79	189	29	57
120	90	59	20	28	113	96
106	54	38	71	167	180	11
15	139	93	160	125	96	158
72	23	114	120	23	96	157
72	190	63	173	43	173	34
11	112	141	129	104	59	28
65	147	93	169	198	172	82
44	13	45	150	183	128	158
64	62	199	69	165	77	146
88	157	148	84	106	17	82
154	120	32	136	13	97	140
151	143	48	88	119	17	68
54	181	194	192	94	133	105
161	116	152	86	63	93	144
178	170	97	154	101	180	161
57	82	181	60	117	39	132
166	155	139	103	182	199	62
99	192	57	87	138	71	136
41	161	156	31	107	54	12
84	172	83	117	177	39	59
120	107	190	144	167	95	39
50	169	62	137	74	155	26
152	87	189	182	71	44	109
75	59	45	139	156	21	109
128	164	180	124	58	92	187
65	88	147	177	181	10	68
55	49	200	125	151	47	159
40	71	79	121	128	171	26
88	112	178	63	119	150	38
45	109	45	190	104	55	75
35	128	90	63	48	91	136
157	136	16	200	125	134	136
18	71	194	66	162	171	105
67	32	27	149	13	47	174
149	189	84	67	53	28	70
101	71	70	93	84	109	62
59	22	62	47	197	31	171
40	64	43	79	59	11	51
187	59	93	14	165	160	188
192	126	26	172	139	135	182
66	13	26	84	162	122	142
81	96	13	38	143	109	88
183	56	50	109	81	158	58
119	29	39	143	194	179	41
151	131	171	26	31	32	154
120	180	148	93	153	142	73
27	83	161	167	84	27	127
49	170	141	78	163	152	79
133	10	94	137	170	159	112
155	152	79	144	78	94	178
16	157	107	71	61	65	101
107	141	119	43	102	133	182
22	59	151	130	61	186	84
108	22	194	144	45	12	64
98	97	69	96	171	173	56
192	171	177	198	28	106	129
191	75	21	172	173	183	127
71	179	104	40	158	87	149
190	35	168	182	149	18	145
115	96	38	131	107	129	77
152	59	166	156	70	188	97
117	109	183	156	114	91	108
71	147	55	29	56	150	114
19	87	115	173	106	107	45
20	80	162	119	170	46	68
114	180	153	99	81	187	47
35	128	49	194	75	88	65
23	114	104	83	125	45	29
47	141	174	184	177	111	114
33	81	73	82	91	156	136
46	59	141	40	145	179	69
82	101	73	98	46	105	182
42	95	163	63	113	71	172
173	105	121	160	22	131	142
169	42	46	44	39	73	23
178	145	43	155	78	118	131
17	112	102	143	103	117	149
171	66	186	182	23	39	187
117	43	63	134	71	117	65
15	37	10	192	90	199	196
155	53	133	67	77	31	97
70	175	13	65	97	114	10
90	48	182	50	76	127	140
60	121	26	14	174	111	90
199	43	114	42	104	63	58
161	80	152	73	23	116	63
86	79	139	101	10	134	17
161	160	132	87	128	110	70
81	145	26	167	74	12	197
100	29	108	111	198	134	120
94	103	13	66	73	14	184
191	136	162	45	160	74	176
186	113	23	64	114	169	183
83	181	85	99	191	134	170
79	187	70	150	99	66	113
36	138	197	168	85	120	197
30	86	176	127	195	48	112
47	33	72	145	168	125	81
143	19	170	156	176	146	198
100	139	54	150	18	87	11
29	92	67	112	192	121	19
145	112	175	172	200	154	92
46	23	171	134	34	160	193
140	51	109	182	127	49	142
128	145	106	110	108	112	120
184	146	16	110	124	172	41
119	107	21	78	116	78	138
126	101	75	74	40	165	78
182	76	88	50	150	52	35
99	86	76	35	12	177	179
155	94	187	68	112	102	150
177	75	100	75	57	132	171
80	134	191	12	184	179	173
26	163	171	24	200	138	18
113	103	11	102	197	105	58
48	100	51	73	32	68	194
126	21	120	179	29	163	121
144	69	164	102	146	92	67
34	123	79	62	187	52	44
11	178	10	196	11	194	115
190	135	39	150	174	114	54
41	26	142	169	152	50	152
156	143	143	107	48	23	12
165	189	83	174	49	70	22
63	189	76	156	43	79	130
17	163	80	31	12	154	146
73	133	48	97	47	48	177
65	173	98	46	24	91	144
48	148	162	171	170	171	101
111	29	167	182	190	175	66
187	94	54	193	101	108	182
60	159	130	50	130	22	51
57	186	65	190	130	167	139
120	120	87	108	20	116	40
151	11	89	129	32	54	29
82	195	18	178	158	106	93
114	101	198	15	140	185	24
49	200	95	110	106	128	30
191	43	186	178	130	12	99
133	56	49	20	49	130	167
173	74	165	160	51	81	110
137	108	50	35	47	180	186
76	81	197	113	190	160	121
106	53	90	126	114	155	195
195	144	148	69	182	81	199
10	82	11	83	86	76	24
13	190	16	159	148	157	14
179	199	187	192	145	163	154
186	177	116	29	135	30	112
147	118	123	55	160	23	60
126	36	148	47	160	144	119
137	134	187	196	44	106	28
118	18	148	166	188	64	150
42	109	189	14	93	95	90
124	161	196	147	12	69	121
152	36	157	60	107	86	66
96	81	119	47	30	129	14
70	102	160	82	45	186	183
106	63	171	15	125	31	29
35	58	116	92	126	126	125
22	88	18	145	34	47	72
114	104	35	139	62	26	164
131	150	24	160	166	18	18
161	196	187	187	64	181	47
16	132	163	54	17	45	113
183	159	124	100	92	21	138
95	148	95	90	157	122	115
160	171	89	199	126	167	19
46	90	49	78	17	79	94
73	196	191	167	191	88	160
13	179	122	27	107	34	168
138	113	44	65	74	179	96
75	120	123	123	27	88	68
37	67	185	72	25	146	60
71	95	175	98	196	129	196
59	75	166	75	181	163	44
112	132	167	196	106	107	42
57	60	191	130	129	121	62
79	79	63	10	100	183	77
107	187	91	129	106	142	134
13	63	23	70	61	193	72
37	97	142	142	115	158	83
71	189	43	73	50	135	54
154	16	115	123	59	152	51
121	61	164	117	75	152	23
106	53	135	56	77	182	20
195	110	190	151	193	187	115
117	137	64	11	196	91	119
27	152	81	151	15	93	109
58	21	46	80	37	12	178
35	198	73	38	91	23	113
153	34	119	122	48	72	125
83	17	117	62	92	66	44
60	17	182	30	155	107	128
49	31	168	58	137	64	65
144	25	13	103	127	60	28
145	91	99	71	175	123	190
25	188	136	119	183	83	44
51	105	58	16	78	103	158
11	162	31	62	195	92	180
122	138	129	93	114	71	66
22	91	28	106	48	69	173
38	119	114	187	21	69	116
119	36	118	83	152	72	79
59	30	71	84	45	85	155
63	83	63	116	180	152	121
96	29	168	200	165	40	78
123	160	37	184	194	140	14
15	197	90	43	69	23	160
185	71	44	55	161	30	81
139	44	45	86	160	112	162
34	59	85	68	76	157	59
105	62	196	117	57	132	75
145	121	36	128	14	177	77
81	169	48	147	47	171	168
191	169	171	17	49	104	39
148	54	159	20	121	64	97
94	88	142	41	162	85	133
104	106	35	125	115	146	14
26	31	153	33	49	67	130
16	128	129	135	38	27	97
78	43	27	180	35	173	176
76	99	175	82	131	142	37
197	100	130	53	77	38	155
66	37	108	115	150	199	43
46	20	18	199	24	16	124
172	31	146	85	172	19	185
171	98	60	63	197	108	181
157	173	105	26	165	29	12
111	172	27	143	118	126	12
13	28	189	104	41	152	70
33	52	28	113	137	100	40
30	53	123	152	169	166	158
196	93	112	137	47	156	40
65	23	136	145	119	65	68
189	155	105	76	63	199	10
100	156	184	79	134	135	61
94	57	23	80	141	123	164
48	99	77	28	20	53	196
111	41	78	187	18	144	56
162	134	176	41	84	198	95
54	30	123	126	36	111	21
168	132	94	184	107	80	64
199	20	149	72	150	23	153
132	21	58	111	76	39	192
171	97	97	160	136	51	44
94	85	65	52	41	172	134
159	36	107	146	151	16	82
32	88	11	32	48	82	163
32	43	51	14	76	150	170
163	28	141	147	106	91	17
156	89	146	141	59	38	170
15	17	155	106	129	47	195
80	21	138	129	29	21	39
167	21	27	30	35	120	179
132	192	197	178	29	68	28
144	191	159	49	193	91	89
83	48	191	135	113	51	152
26	46	83	84	62	57	198
53	152	185	144	132	21	122
78	53	174	124	124	106	151
151	138	151	36	144	135	77
177	185	31	118	57	17	121
26	104	160	11	22	74	128
165	107	104	194	48	63	11
190	11	134	154	159	170	190
144	77	156	149	61	125	165
197	176	104	75	32	173	121
171	132	46	199	127	128	94
163	139	41	197	197	183	18
16	104	180	51	68	165	94
116	151	120	163	14	168	128
49	141	137	47	105	184	92
159	188	157	90	62	62	13
100	169	169	68	102	181	44
121	36	143	61	98	161	61
