-488	378	-695	-249	926													
773	-164	57	973	-555													
-964	-755	-309	761	-860													
548	-764	-538	-344	-554													
-64	-269	68	661	-483													
637	-139	-428	270	787													
-58	509	39	-310	-397													
779	935	-348	545	737													
-243	211	-614	-88	-498													
262	-462	519	-911	-935													
-768	-811	704	-157	-956													
-310	-388	270	865	713													
148	35	-912	-493	-406													
-898	404	-806	772	165													
654	265	-28	-855	754													
882	137	-832	-386	190													
-999	128	-265	34	-296													
-852	797	755	-923	-262													
-690	-364	888	-273	342													
447	-766	108	750	-231													
821	528	-186	512	-19													
-536	-356	-469	688	-387													
66	-340	-380	-760	-198													
199	-150	-865	710	182													
-787	314	789	-996	169													
-468	-112	752	931	-212													
555	-784	764	-298	-465													
937	-579	-234	584	933													
644	-229	479	113	-114													
280	744	795	843	-960													
283	-619	-911	158	270													
253	-684	285	-796	-441													
960	-795	922	317	93													
-823	273	813	-710	-368													
184	255	-32	397	-427													
938	796	973	-813	-683													
100	-476	-146	-197	603													
-633	198	265	191	-915													
-35	291	-348	790	460													
133	664	-777	-760	251													
667	-849	-791	16	-490													
-476	-98	-352	239	943													
395	702	342	-541	744													
-364	-874	849	-582	-885													
303	964	-109	-462	195													
390	926	-241	358	346													
635	378	-391	-378	691													
-625	-449	-975	-308	-979													
-308	525	117	563	408													
250	993	866	595	-145													
75	-995	659	599	706													
-616	8	-179	518	-241													
448	-165	-973	-121	-16													
-504	-592	-789	-243	-259													
361	666	-286	565	154													
-917	-142	883	8	-452													
317	-140	167	535	-318													
789	-337	81	929	-892													
514	711	-931	652	-913													
963	809	714	-834	367													
389	102	969	478	-923													
719	-555	126	-332	185													
-893	-716	268	615	-683													
597	-299	412	-576	741													
-188	-827	-505	325	-955													
-959	-104	278	-578	-999													
431	656	993	643	-568													
-427	916	656	-327	-368													
-259	-437	427	-907	-66													
-798	-113	-137	5	163													
-121	442	594	835	357													
271	-493	705	690	-556													
-233	904	334	-104	468													
637	-481	-372	789	-429													
-951	183	-633	-469	-661													
484	-654	529	-2	-743													
799	119	94	-26	-535													
-175	-180	-783	480	386													
-481	788	-941	958	70													
302	-388	357	-372	569													
-749	923	905	-865	586													
564	-510	-796	-961	-633													
606	397	-331	30	835													
254	505	-52	-934	-497													
-386	-310	392	-378	-770													
-677	260	-256	299	971													
-655	43	-942	-297	-94													
922	700	689	957	617													
-208	-663	496	-347	-292													
-168	-316	-501	-784	269													
-193	-687	42	-644	-270													
666	-604	854	-22	-926													
810	647	857	-288	-325													
70	20	-154	840	-44													
797	-150	562	452	634													
469	-865	-941	-865	494													
-39	545	433	-383	599													
42	-393	626	122	-68													
872	-572	-87	-319	97													
-170	422	-460	136	-223													
138	-823	690	870	93													
492	-63	101	-977	-33													
-430	372	82	-772	-238													
712	402	89	512	-31													
351	145	988	57	92													
711	-149	791	-624	-464													
-161	-877	489	-309	167													
418	958	317	142	807													
-335	-798	-733	-877	33													
-903	-985	-444	-757	-715													
-630	-622	530	-20	743													
-251	-861	-891	589	-12													
256	-736	384	-387	-282													
248	506	540	23	919													
670	-206	733	271	280													
981	348	625	782	679													
-157	-587	-224	71	136													
-254	-362	694	289	-825													
619	697	-463	232	-869													
-961	665	-984	924	841													
322	824	-118	753	859													
-552	521	450	308	-886													
-761	-698	-600	950	-302													
499	-602	620	-634	70													
339	550	-866	-570	-316													
506	-690	531	-149	721													
701	325	414	828	728													
880	440	782	109	-23													
876	778	498	695	456													
958	-751	770	-364	333													
880	-569	-560	-862	664													
-4	-893	506	-326	-99													
326	-18	501	-346	-668													
-159	-718	-756	-821	170													
-993	449	-10	696	215													
638	-230	777	-239	-190													
353	915	827	381	-174													
199	-870	-34	411	-192													
925	-537	679	-735	-466													
-656	-899	851	602	445													
48	436	33	160	736													
864	947	-734	-778	644													
872	920	-560	497	-595													
140	-242	455	-723	-686													
965	634	761	-961	17													
93	-996	5	92	-632													
297	-156	-192	-356	-99													
371	595	-259	-162	337													
-636	850	637	-52	-570													
-838	430	-695	-468	-725													
-660	-565	633	-273	234													
-879	239	301	300	482													
158	775	-69	-511	614													
-7	915	522	-990	972													
243	176	3	-749	843													
722	900	-2	-524	-311													
712	-238	-422	-949	909													
469	-828	34	-472	-468													
-237	364	-723	-507	315													
763	408	31	-165	865													
-335	125	473	605	11													
-287	501	275	334	-154													
972	419	-753	964	-885													
-483	424	-514	748	243													
-727	-359	229	-62	813													
-408	186	461	-370	876													
603	-168	-27	-14	398													
853	5	592	-381	-916													
-845	-327	114	354	-70													
521	-470	555	-349	496													
-898	-298	442	676	829													
-747	-218	-484	162	733													
-135	-260	-149	46	605													
-878	124	572	-259	-722													
-991	-752	765	683	-560													
-278	809	74	-332	-865													
334	450	-166	-617	943													
863	787	764	654	-657													
619	-449	675	473	764													
970	-85	-658	-837	837													
372	674	-16	-91	-193													
-612	597	193	-593	376													
-444	151	60	-265	-184													
443	-129	-247	-617	-618													
-807	637	491	310	-752													
-989	-69	878	525	-717													
679	864	-948	495	-440													
157	-651	-980	285	301													
115	1	-662	110	800													
-544	-415	-978	877	-968													
842	63	946	682	-503													
-4	710	-170	-61	765													
-650	412	705	642	483													
378	-899	550	-827	-513													
717	752	146	282	255													
-645	-276	295	-899	707													
14	891	-617	535	678													
-580	480	417	-115	557													
-958	-956	-120	-94	676													
-753	481	-179	869	-336													
-425	-215	-947	-855	-862													
-934	-638	-366	-436	528													
-500	60	-936	-95	-685													
984	976	83	965	613													
999	-778	146	173	-173													
-720	100	-614	198	202													
329	159	351	523	-146													
151	887	803	-290	324													
594	862	94	20	390													
-81	-180	402	-827	787													
63	100	952	-582	-201													
-420	961	458	729	793													
-64	165	889	636	944													
774	629	478	495	-900													
-665	-247	-47	-146	923													
683	849	721	958	710													
824	-346	-115	-528	936													
-733	804	620	-898	278													
-340	-159	-384	-568	-882													
618	947	529	-648	0													
-178	-845	317	645	-171													
417	432	398	-292	-740													
149	787	-623	8	-577													
-339	953	545	62	840													
608	-696	609	925	-998													
-115	534	62	-549	-304													
647	599	-994	763	-124													
71	-781	594	-955	-193													
760	-867	229	-53	27													
-80	833	-529	-295	159													
-250	-785	917	137	413													
-257	-161	851	-268	-199													
133	-393	-725	-824	184													
765	-458	-296	-361	877													
-936	667	386	-659	994													
423	419	-156	-312	638													
-178	-783	343	662	-561													
505	-864	-960	-434	712													
913	-104	-997	-296	-610													
160	981	250	563	-4													
-784	570	507	-470	96													
650	-28	981	386	198													
-555	163	-920	-371	-731													
-565	-120	-983	630	-770													
-741	-571	337	765	831													
-693	380	666	896	594													
-834	181	-57	-243	-363													
-733	-769	663	-55	-401													
-724	-497	162	-484	514													
-867	820	-704	-253	-31													
936	822	524	-192	-699													
-79	183	953	-273	-251													
984	-554	467	-573	461													
-489	191	-379	213	790													
159	-571	-871	-986	-827													
628	148	-297	-968	-667													
634	-488	-948	-911	795													
368	996	549	634	-60													
-824	-703	-656	-223	666													
-329	-657	380	-162	563													
-96	-131	-541	571	-915													
-79	-466	-61	698	773													
-987	643	891	-397	821													
-379	-77	762	-136	-381													
79	905	949	567	702													
416	-166	198	-39	-389													
-233	982	-502	-419	-720													
-937	-567	249	353	-564													
86	235	736	361	393													
-634	174	-431	-141	-700													
-418	-451	-541	414	-384													
-623	958	67	736	178													
-434	-544	959	-68	721													
267	-610	699	630	-251													
-793	-697	725	-590	-585													
-622	325	208	733	-660													
-389	509	981	142	64													
-322	-399	27	458	278													
446	263	-227	-646	192													
43	510	-127	819	-956													
39	-179	531	-844	-476													
956	4	791	524	-534													
631	652	-453	-875	-342													
-497	53	-886	6	851													
906	754	-484	13	909													
774	50	363	-534	-648													
-702	322	473	523	-367													
630	-785	-96	333	913													
791	145	-290	-301	-886													
84	-657	-657	-217	259													
373	539	33	-513	-452													
-854	521	-407	-786	-752													
-858	668	511	-674	483													
500	-171	-233	-461	72													
583	420	966	58	-492													
419	181	401	-671	-672													
874	-952	228	-231	472													
-973	520	-914	-761	279													
-35	511	42	561	-744													
333	-884	-609	709	837													
-107	-703	-315	-725	-983													
-58	25	-216	999	716													
561	914	969	809	317													
-618	-217	-416	232	501													
-318	-907	186	-619	488													
253	594	884	591	-422													
-75	371	-95	-795	-270													
694	991	691	-347	883													
116	228	106	-7	831													
755	-915	-863	874	788													
-199	-972	-520	-242	-976													
-296	771	-399	-244	-744													
192	-353	-482	-189	659													
558	359	-218	-177	-966													
-40	-188	612	636	97													
-680	-786	288	-134	-144													
755	973	-903	471	603													
68	11	-796	-576	-608													
149	-114	-381	-86	299													
932	860	628	-101	930													
-441	490	858	-743	-987													
-168	-273	-261	-215	-116													
353	138	779	230	-646													
387	-509	-179	340	-821													
612	-219	-82	910	123													
-756	862	-275	-378	782													
-497	420	906	-424	-57													
-562	160	526	-857	123													
-706	-69	734	-717	-348													
77	880	403	-790	-883													
889	-818	554	-133	-899													
847	41	123	403	293													
-216	-925	155	885	284													
380	-408	-282	784	-47													
333	-502	388	-486	-552													
791	-80	-69	301	569													
390	63	-196	797	384													
179	-454	409	194	-442													
-461	-867	14	120	729													
802	-833	-312	393	-667													
-609	-237	450	-510	-670													
285	-320	467	-601	18													
346	-223	196	987	204													
254	-16	-121	851	528													
913	410	-445	-681	-818													
-480	876	-853	952	-383													
-753	504	-809	242	-622													
-100	-3	-740	-23	730													
-789	-271	408	944	-353													
107	-10	-472	303	-943													
-441	771	-136	231	-252													
-180	222	-614	394	54													
-342	-933	571	-511	7													
497	-548	-533	-626	729													
-740	-734	-893	35	-903													
-704	-450	981	600	-161													
-158	374	937	960	3													
495	-195	-38	260	-584													
-993	-422	522	802	-998													
-445	-616	169	-726	816													
-518	469	-831	-51	467													
-719	162	550	-441	-157													
760	-62	390	-178	-59													
249	935	-144	28	-141													
422	424	-831	945	-883													
-942	852	-716	537	-15													
-689	-104	-569	-634	443													
-319	-938	968	-802	788													
-27	-293	123	137	322													
-562	-999	313	523	-597													
-355	422	-712	398	-806													
875	524	-591	-673	721													
788	-535	452	178	-594													
475	377	733	759	254													
592	30	-565	726	-151													
668	-247	-398	-739	-273													
2	156	-321	46	877													
-619	843	815	-867	-894													
-688	419	-115	-604	-887													
111	-470	-265	379	-645													
404	-946	219	-672	-988													
-377	-139	920	-303	467													
571	103	876	644	108													
-929	836	-727	427	-309													
-10	-408	-455	22	-862													
650	934	265	243	-461													
642	-10	-179	-730	954													
309	-313	-828	-291	-413													
-771	264	-13	89	123													
-593	114	-227	8	134													
425	-82	984	127	876													
-595	513	-270	-443	439													
-918	604	891	-868	378													
-682	229	-895	693	87													
746	-654	705	590	461													
882	81	997	-910	658													
794	121	-84	-644	492													
335	826	760	290	-120													
-53	771	20	172	599													
706	-519	-34	-542	-932													
138	979	-96	-399	-938													
-864	-532	652	185	184													
889	-275	869	-254	367													
246	66	-367	-802	827													
592	656	-700	-726	-569													
-471	-933	534	-731	-279													
-988	-181	-733	-129	-188													
766	-484	-943	-516	913													
-896	759	-340	-453	312													
-164	174	-565	354	-949													
794	240	-327	4	900													
-409	-817	-552	-195	-128													
-206	500	-192	-838	567													
686	365	-977	915	746													
-85	658	208	-584	53													
635	-340	499	440	550													
176	218	-74	770	-111													
844	285	-751	-253	-115													
-889	37	-76	-211	640													
-138	-392	299	-854	728													
-583	-471	942	-704	340													
-539	515	505	564	130													
332	-775	320	-567	574													
-538	-593	-964	342	712													
-519	-608	573	653	711													
613	629	180	-319	-623													
-979	-200	985	824	404													
-445	294	379	597	321													
-713	524	222	-432	-431													
151	191	-227	-522	195													
386	-823	-800	-24	853													
961	-350	629	859	567													
-991	-759	-801	-728	11													
-313	63	-465	973	63													
-705	-727	-961	-917	37													
65	227	-500	335	473													
-504	-970	-837	533	-514													
-691	19	362	842	-175													
390	144	-786	996	-797													
677	757	-450	19	505													
834	263	-25	973	727													
926	-395	375	231	648													
-886	-654	-685	394	-550													
-874	-492	-636	-529	928													
-917	93	250	317	-483													
-668	656	604	36	-759													
-234	-435	136	-462	-212													
686	104	537	227	124													
435	626	-790	314	-87													
-50	-496	-905	838	-939													
-132	-766	346	422	134													
-633	-467	86	-909	-600													
-94	452	-566	337	-528													
-805	422	367	350	70													
713	357	749	662	-176													
687	-994	883	111	723													
51	763	969	68	727													
-697	99	633	-857	243													
854	-653	464	-831	-722													
990	-323	-360	-172	-936													
-485	710	-301	666	-275													
-541	46	352	-239	73													
597	-976	-968	532	-334													
-692	-988	-384	36	844													
762	41	-577	69	21													
-372	732	857	-764	-129													
-128	913	-511	180	832													
-882	12	791	136	-568													
-669	857	393	463	342													
-307	561	647	-573	-882													
-128	-165	-164	847	-872													
-368	326	-938	-672	-403													
434	593	-701	751	-275													
-474	903	159	160	-499													
118	489	338	225	-427													
557	-695	-132	-919	-70													
-181	489	-602	-552	-892													
959	294	-715	-173	-667													
-190	-267	-731	-555	991													
-574	-85	-216	-460	-298													
961	-758	-79	746	-302													
-957	787	943	-830	-372													
-831	-323	173	546	-443													
145	452	-477	263	341													
275	-610	-232	273	787													
886	786	-961	-456	196													
-227	498	169	-736	666													
600	718	30	643	720													
53	200	-71	-322	569													
730	-3	-969	317	987													
-534	192	160	684	-176													
-785	-739	931	592	-369													
-252	-590	326	-539	-305													
-688	-680	-526	864	971													
-263	-611	968	969	-862													
769	-179	-44	184	942													
-23	279	96	933	-279													
-404	-940	-52	-100	-924													
-99	241	-36	-904	-919													
852	-211	-397	913	483													
-286	597	-526	889	-695													
-925	-600	-72	346	-923													
-663	2	-88	-656	-279													
-823	-297	419	-149	-684													
664	-83	487	-333	642													
-192	-868	977	-889	495													
504	-732	167	165	778													
380	546	564	231	-148													
937	886	389	560	-575													
622	-599	-455	-685	378													
490	998	-926	777	341													
-979	-935	-215	-589	323													
-957	-10	984	186	992													
-866	608	574	118	-699													
483	658	-953	317	108													
924	-434	86	524	344													
-926	-704	869	145	-859													
-622	567	-412	-461	709													
553	931	184	842	796													
963	131	952	463	-303													
194	-90	918	119	-161													
-551	235	-13	771	271													
769	144	-802	-62	-323													
559	-511	-113	-515	-3													
769	-208	-579	-612	131													
-118	984	287	698	-416													
-403	534	-721	483	802													
-693	-756	128	-578	-764													
482	464	-386	-842	909													
390	-421	837	52	704													
-276	488	372	-715	-428													
284	-253	-353	494	636													
865	88	746	222	392													
-98	-260	-945	-263	-548													
436	380	-824	-169	371													
-382	-759	495	-174	603													
-59	-850	-428	-81	-546													
936	-175	579	120	887													
56	480	736	-789	-223													
668	725	-418	469	-692													
51	909	734	197	-131													
456	-262	-241	822	-529													
-548	864	-256	-186	-615													
-95	-600	-530	-494	-299													
-314	277	790	547	394													
-429	-291	635	-260	469													
370	965	-566	-404	-408													
-668	-206	-130	-500	-483													
676	609	543	-366	-233													
-93	-208	382	-461	-64													
972	448	-756	-176	320													
163	220	-475	960	497													
960	479	-167	-42	-690													
538	-984	-116	82	908													
740	-137	223	14	653													
422	554	-563	755	-239													
676	-778	113	537	-676													
984	547	121	122	-353													
-687	-610	438	-51	-302													
-460	-142	543	-706	551													
-286	852	-488	112	827													
181	889	-324	691	101													
-578	-332	-645	206	-56													
136	118	400	579	896													
-412	-986	918	-841	173													
-419	-763	663	258	-606													
106	715	991	-554	-30													
-346	-954	228	532	-736													
502	-331	306	-142	-598													
229	-241	-71	287	596													
161	997	-342	-629	-942													
-7	-865	438	-737	-39													
914	-279	-638	941	-671													
745	806	233	783	683													
911	-365	-161	177	-651													
660	-683	-340	420	-195													
799	-305	393	-959	-539													
582	-482	-88	-343	690													
-33	-897	858	-976	922													
-796	770	-847	-350	225													
281	929	59	-581	-928													
-27	5	-440	11	-148													
-85	-486	822	-424	735													
-632	-366	13	-481	300													
131	356	-12	291	-704													
978	352	-273	-290	769													
345	-605	901	422	113													
-278	-388	918	876	-159													
-349	755	-447	-482	336													
-52	945	188	302	267													
-71	-587	502	123	823													
661	814	69	468	436													
-85	-732	-576	-680	175													
-297	-748	348	-610	940													
919	182	523	294	317													
521	-819	369	93	-380													
495	223	-157	921	624													
-217	455	-379	124	-373													
-923	-498	-168	195	-960													
88	492	-936	-101	570													
-81	-91	345	188	-90													
-239	18	-744	706	-262													
809	282	442	-50	936													
455	804	-350	219	-758													
-384	-603	714	-849	158													
-680	-835	-900	983	136													
-812	440	-404	-378	405													
-302	101	-789	363	613													
-216	-717	-746	289	936													
-130	724	-479	-133	-394													
-874	232	-338	-523	-161													
-19	-941	746	-257	-101													
-435	934	-540	674	76													
200	369	-633	-869	74													
864	-532	-542	437	-142													
746	76	-885	-28	307													
978	420	675	531	-2													
83	-409	571	599	-172													
-296	-398	81	-788	636													
941	-340	-22	556	784													
-555	-172	943	833	-843													
-629	134	-980	-672	234													
32	339	-509	539	-568													
803	347	-730	-124	-779													
555	204	-934	-486	-214													
217	706	887	-311	892													
-600	-784	-606	-149	-258													
558	-763	-577	466	235													
-478	-551	194	90	-494													
640	-972	622	-403	-614													
-319	-254	-805	-584	-574													
165	-784	154	352	647													
-501	-233	835	137	-677													
-128	-223	718	641	260													
102	993	-795	-822	464													
-86	873	998	425	402													
938	-131	-63	585	225													
13	86	-817	311	-628													
-184	174	773	110	-10													
90	237	-606	606	182													
-863	-317	530	538	-353													
703	-419	245	994	-946													
405	782	-694	644	-299													
471	789	927	719	-60													
-552	85	139	196	652													
-303	-540	179	963	694													
-92	219	53	590	-243													
877	113	264	320	902													
-948	963	732	-186	-923													
209	-497	977	-720	-62													
-630	-29	-171	-339	571													
-919	899	-120	768	-398													
701	793	-133	677	-174													
896	870	257	-820	291													
-288	26	351	-603	-487													
317	-59	671	960	415													
-499	-13	538	661	459													
-497	91	77	297	-655													
-950	602	-795	-780	-687													
-175	801	-542	195	-789													
-601	-344	-30	353	-495													
870	517	36	-364	-745													
618	-699	898	-682	126													
-154	-124	747	408	926													
910	-639	-142	969	919													
594	-808	257	-234	982													
-79	-16	363	351	-523													
1	424	15	-197	812													
74	517	-744	981	-542													
91	563	430	389	-547													
-597	869	-457	537	414													
-274	550	-567	327	589													
711	-503	-847	632	-441													
0	-17	282	108	-974													
994	719	412	463	-805													
315	969	-828	85	-725													
-361	-163	-684	-642	916													
855	121	-427	-822	615													
468	-729	586	-628	231													
577	203	875	-130	855													
323	-99	125	116	-962													
-534	503	348	275	10													
-923	-331	-983	-180	-466													
598	89	625	807	-231													
-63	-812	655	-480	864													
894	-211	-867	307	-663													
47	-58	-456	281	-514													
3	-257	751	-818	48													
-635	-756	320	674	-250													
552	-757	-573	479	-914													
841	-829	227	-673	529													
837	416	-667	971	-286													
499	-18	-57	465	571													
-684	723	-765	-661	-913													
187	668	-676	125	-607													
-17	120	-245	281	158													
235	-889	874	879	-909													
898	-113	107	397	605													
207	-563	-722	-179	-150													
504	-398	141	368	-663													
750	746	-470	-362	360													
813	-306	155	-321	-125													
-318	982	458	742	204													
421	-421	-866	-113	737													
699	42	-459	422	-426													
-491	-218	966	755	-905													
992	-351	993	368	-803													
-169	640	-86	42	-462													
20	521	874	900	683													
607	182	801	-237	-152													
-214	-700	-645	-718	-886													
-670	79	-859	114	193													
-677	-609	346	496	-71													
983	68	594	-761	-311													
-726	704	-351	187	-611													
533	-668	-489	631	505													
291	-910	-177	-520	-469													
135	-53	414	-69	450													
710	560	-779	531	917													
533	-966	996	530	-12													
860	219	81	357	-552													
28	23	155	-42	-840													
-663	-590	122	-490	-967													
354	126	-709	-47	-931													
-399	-758	753	-554	-942													
349	-788	318	-486	-390													
-889	717	225	-53	658													
-302	-973	159	-533	135													
-536	-727	837	18	-167													
97	-269	-779	272	159													
889	616	-996	-738	-660													
-692	-923	188	680	635													
-664	-622	-722	-485	-438													
-890	617	666	-608	669													
436	371	831	-87	960													
-800	65	-237	827	-770													
-876	-402	-763	231	828													
626	-521	-404	314	14													
-519	-381	5	-685	-981													
-79	286	566	560	905													
219	584	-282	-767	73													
-110	-480	-880	306	-549													
678	-184	588	-346	79													
428	-944	-917	818	-20													
149	96	-37	795	-334													
830	-768	401	972	-488													
-249	-638	-95	175	95													
992	826	-847	-919	758													
400	-803	-836	441	35													
-275	-543	-407	-427	646													
-920	909	-446	-1	150													
443	-507	468	237	147													
574	-949	149	-570	-796													
468	185	-317	-554	-328													
173	-870	-93	-791	-639													
-602	482	497	586	-101													
-303	187	-512	498	-743													
492	-846	589	-801	853													
964	-382	554	-944	-999													
-241	883	-609	308	-825													
296	837	-860	-987	-410													
496	-271	726	-79	139													
841	-255	951	-510	498													
473	321	648	-600	285													
127	873	-240	210	132													
475	-486	900	666	-718													
337	-541	-15	956	-334													
-162	764	284	-874	0													
-112	942	686	729	-813													
704	-739	942	-842	-409													
-103	577	-27	424	949													
447	143	369	970	-727													
121	420	-15	255	-959													
849	892	82	775	-255													
280	994	972	257	-938													
641	206	301	895	499													
-447	658	-708	728	667													
90	-317	472	-282	888													
-454	542	285	-852	-985													
-843	494	-982	-442	-364													
988	818	-243	-819	-891													
752	584	257	986	-480													
731	-584	-620	-70	-509													
391	954	867	442	-659													
784	-945	30	-134	-664													
405	572	-464	528	-959													
-776	-610	-523	-641	-993													
-459	550	-513	132	-733													
587	-913	-180	-347	-905													
-736	-324	87	-306	-422													
171	985	873	-831	279													
-532	-808	-175	-724	115													
-620	-276	-884	-778	-50													
-639	-335	-3	-2	708													
473	-799	-234	903	351													
-707	-724	-42	273	-281													
-687	760	440	-347	9													
-571	392	428	239	506													
-481	-728	-624	-657	963													
-525	596	-305	-441	917													
176	20	-245	856	-584													
304	205	-949	-918	-226													
52	8	663	209	-168													
455	374	-575	-462	742													
469	188	595	-13	975													
-590	664	573	-7	907													
906	104	-22	679	-123													
